2889.46128 33.90725 66.76296 -30.65257 -10.76359 6.34899 5.95022 -5.32044 0.36364 1.00859 181.78937 39.98389 12.76141 -19.91390 -15.05920 -20.79070 -4.58885 0.44046 0.84004 -2.60456 168.34699 27.26565 -60.73612 49.58602 29.00478 33.79204 -22.87376 3.38392 -3.71180 -0.56173 555.73198 -56.61842 -94.37718 32.00220 -35.06621 3.21136 -20.74341 -0.97209 -9.96000 -0.29478 541.20681 155.69978 -39.95136 103.20983 5.76917 30.72845 3.74792 -11.23842 -2.62653 0.71810 618.60766 144.49424 35.10755 -8.69340 46.24945 42.78620 8.84150 -12.74145 7.58895 -0.98015
33.90725 773.68548 -22.94645 -12.22188 11.36407 6.00220 -4.40565 -3.21875 0.91476 -0.17305 15.51295 19.44178 14.67582 9.50388 -2.60150 6.54771 9.62132 -1.61546 1.21162 -1.09908 -271.99151 -16.41278 -67.09982 -24.04436 -10.22920 13.90536 5.25214 0.03155 -2.33359 0.49515 -99.07605 54.42961 -33.10380 35.16110 -2.24604 -3.25703 6.00636 -5.19364 -1.61523 0.49182 -171.36946 75.33920 48.61686 -6.44189 7.57799 14.96853 2.87205 -0.48125 0.50852 0.57049 2.13014 -148.23473 2.70526 0.44416 13.99055 -2.21014 2.58817 3.49043 5.14477 1.48878
66.76296 -22.94645 254.89406 -5.52502 2.47190 0.46761 0.25904 0.51193 1.01543 0.20081 -39.71950 -5.51539 -7.00152 -2.61365 6.01521 -5.22008 3.17319 -1.51375 -0.73443 0.09338 -19.66430 -0.63161 45.53595 -18.12053 1.38469 5.50307 3.00982 1.90321 -1.71729 -0.99616 129.72085 -20.53091 25.74776 -26.62015 -4.05479 -0.78543 -4.45217 2.70619 -2.64031 -0.07105 -67.11475 -42.72251 12.72120 -7.82241 -11.25543 -0.52707 -0.01808 0.99318 2.06549 1.65552 -206.02949 -82.34832 -71.10754 -30.95587 -7.21029 3.80153 4.72582 -4.58454 -1.97643 0.55067
-30.65257 -12.22188 -5.52502 110.93350 -3.38740 -2.94313 -3.18140 0.02997 0.99495 -0.25163 -65.63482 -1.35583 -7.50024 2.45204 -8.34938 1.83455 2.21479 2.11248 -1.45174 -0.54064 -41.71838 -21.76193 6.24054 8.23772 0.46402 -3.25835 -0.82885 -0.06751 1.68733 1.00068 -33.17938 -9.01234 7.01288 -11.12492 2.66955 0.03702 -2.21051 -3.51764 0.49837 -0.32674 97.86780 -54.48131 -10.91029 9.83536 6.70249 -3.28988 2.91842 -0.25911 1.23515 -0.13877 61.69737 -9.42210 1.30372 -0.30959 -1.03674 -2.91959 -0.90256 -1.60901 1.61328 -0.54146
-10.76359 11.36407 2.47190 -3.38740 38.63462 0.48775 -0.03822 -0.19795 0.07930 -0.10207 5.33446 -16.40462 -12.84029 2.67364 3.84476 -3.13970 0.58384 0.59883 -0.15619 0.13131 10.82226 -3.85915 -2.48301 2.37156 -4.14959 -2.92916 0.38263 0.75096 -0.67554 -0.04078 -11.25251 -6.80896 7.94285 3.55804 -0.36895 0.01019 -0.56531 -0.33613 -0.26293 0.55161 -52.22927 8.03152 -4.15912 -7.29663 -1.26141 0.92401 0.71813 -0.63851 -0.05563 0.54589 -0.63840 -7.10622 4.12146 -8.59776 -8.44453 0.67548 0.71064 1.33535 0.09263 0.34981
6.34899 6.00220 0.46761 -2.94313 0.48775 16.51498 0.79742 -0.78719 -0.22440 0.03002 -0.06182 2.49039 10.51655 -0.77675 1.26815 0.87040 0.16851 -0.57945 -0.13379 0.05994 -4.01577 -10.24638 8.77066 1.13259 1.97091 3.11696 1.20799 0.34105 -0.31155 0.03258 2.00355 -3.82475 1.77054 3.21343 -1.52563 -0.54913 0.00050 -0.28012 -0.16309 0.39837 -27.58599 1.17619 3.78894 5.14435 -1.06094 2.09122 -0.60575 0.67235 -0.37139 0.10404 -10.34285 -2.16864 -13.47128 3.25448 -7.83973 -2.25929 1.53837 -0.16780 0.76651 0.01203
5.95022 -4.40565 0.25904 -3.18140 -0.03822 0.79742 6.37293 -0.22238 -0.01449 -0.05876 7.64974 -1.89173 -0.13830 -0.64530 0.00509 -0.05060 -0.08527 -0.19911 0.16389 0.03719 -14.62170 -1.11338 5.08732 -1.70998 1.52300 -0.26954 -0.16176 0.80037 -0.02763 0.13320 -3.67578 -5.29532 -6.75576 0.38642 -0.94764 -0.98801 -0.08659 0.19768 -0.13629 -0.15265 34.30718 -5.25193 3.62872 0.73610 -0.59150 0.11023 -0.29099 0.02246 0.09638 0.19917 9.28832 -10.19181 3.71781 -1.74570 0.07558 2.99673 1.37686 0.69263 -0.14359 -0.34047
-5.32044 -3.21875 0.51193 0.02997 -0.19795 -0.78719 -0.22238 2.51957 0.03828 0.08135 3.06972 -1.42045 0.24118 -0.25476 0.09690 -0.18329 0.24505 -0.12846 0.08602 0.13546 -0.49350 2.35833 3.14235 -0.24969 0.55514 -0.14444 0.74819 -0.45732 -0.05386 -0.09472 -6.22974 -5.74321 -0.57345 -1.32347 -2.02460 -0.01354 -0.27416 0.37830 0.08085 0.07069 10.70232 -5.46498 -3.30003 0.59003 1.45067 -0.92887 0.06606 -0.09497 -0.03204 0.05433 2.78305 -4.40972 0.54905 -2.18818 -1.19073 -0.27801 0.12620 -0.20645 0.16186 0.12997
0.36364 0.91476 1.01543 0.99495 0.07930 -0.22440 -0.01449 0.03828 0.94543 -0.03159 0.73636 -0.91342 -0.35636 0.82557 -0.33588 0.00394 -0.07065 -0.01925 0.04480 -0.04483 -1.73531 -3.40827 -0.57184 1.95038 0.01276 0.19987 0.40013 -0.03787 -0.00899 0.05451 8.21070 -0.92941 -0.57215 -0.76200 0.11304 -0.13582 0.30584 -0.08478 -0.08911 -0.14002 -7.04183 0.91200 1.34416 1.07469 -0.14032 0.37906 0.30165 -0.09129 0.00698 0.00292 11.71377 -0.92925 -1.84285 -1.39280 0.08386 0.00246 0.35608 -0.10495 -0.08134 0.05368
1.00859 -0.17305 0.20081 -0.25163 -0.10207 0.03002 -0.05876 0.08135 -0.03159 0.43481 -1.91461 -0.72485 0.48098 -0.55248 0.09056 0.17220 0.06332 0.09626 -0.04989 -0.02644 2.93500 2.24953 0.54009 0.94649 0.00835 0.34054 -0.00214 -0.07569 0.02247 0.00659 2.44462 -0.67837 1.72527 0.11891 -0.39274 -0.03389 -0.21407 0.11589 0.06061 0.01921 3.38461 -1.06658 0.53509 0.69501 -0.70182 -0.02483 0.02872 0.01634 0.01805 -0.02424 -4.08760 -3.44759 1.14379 -0.15802 0.06766 -0.42364 0.17372 0.01884 0.12844 0.07315
