3479.71613 66.50656 -58.00663 28.49053 -45.22915 -26.13354 2.10722 4.01134 1.27535 -1.45628 -103.69250 92.03130 -147.12383 -31.97108 -17.28955 4.72120 -22.15428 -7.45100 -5.31167 -2.02725 -10.82309 16.14701 36.18373 11.64322 -11.60947 15.51763 -4.32473 -14.94222 -3.15840 1.50218 438.47073 196.05090 -35.62443 -4.66300 -26.87810 41.02273 -11.85171 8.53255 2.51074 -0.57103 472.60380 -66.72680 -66.54956 72.71776 -10.97203 9.04121 15.46493 0.62230 1.71130 1.74463 -914.13778 -74.62900 36.88949 -7.06360 20.80495 2.00264 -1.82239 -21.69975 -3.28497 5.00908
66.50656 908.06084 -1.48458 -1.67407 6.78683 -6.97924 1.81605 -2.55042 0.77445 -0.52468 174.92915 19.08200 -51.27812 1.96977 -17.71643 10.22934 -2.50664 -6.29508 1.95112 -2.02617 30.21582 46.36789 -31.55272 -27.95473 -4.13904 -4.58759 -5.00948 1.41667 -0.04308 0.05805 -160.72069 -47.64485 28.16235 -18.81794 19.44333 4.81709 3.65997 1.35191 0.43709 0.31172 83.77509 -34.46549 39.22842 26.19869 -12.92038 -3.95199 -1.03634 -5.75450 5.43157 -2.21227 -3.87013 170.22189 -30.50915 -34.30546 -0.47313 11.48256 -6.68570 -5.01122 1.22765 0.64075
-58.00663 -1.48458 307.90453 0.28843 10.18733 -0.42426 0.67020 -0.61321 -0.09593 0.95491 48.73383 26.84270 27.51152 -14.01447 -12.06371 2.34401 0.68448 -1.26830 1.46766 -0.00689 -57.72989 4.22521 -26.95816 4.09554 -1.34383 5.95524 1.55506 2.69003 -0.98817 -0.72672 263.71220 -68.18960 -0.19782 -6.50519 -0.30585 -3.51509 -3.34155 0.68689 -1.11724 -1.14329 -109.02368 -10.04489 -21.09095 -2.20529 -18.24553 0.03253 -0.09519 -1.28124 0.88463 1.71489 -117.56338 -60.36925 -19.80014 -12.63463 0.88616 -1.10553 -0.36451 -4.18280 0.47533 1.30831
28.49053 -1.67407 0.28843 106.75598 -4.62768 -3.62111 -0.76925 0.96017 -1.10323 0.00787 24.00994 4.77889 5.88322 21.46725 -5.86571 2.25847 -0.86683 -0.82782 -0.89389 -0.10244 6.29241 -30.12209 7.10676 -11.39409 0.43690 4.66512 1.63082 0.54849 -0.14011 -0.25283 -86.45771 31.98365 1.32321 -1.44314 -12.16572 1.96732 0.44927 0.83587 -0.34347 0.62894 62.79321 -24.16883 2.52538 19.72640 5.91403 -3.53776 -1.13040 1.58465 0.14698 -0.09355 59.00703 2.29167 23.71340 2.74803 1.05029 1.09190 -5.21394 -0.46010 0.32144 -0.34237
-45.22915 6.78683 10.18733 -4.62768 44.45856 1.29512 -0.91744 0.82602 0.05814 0.09471 46.59026 21.69772 2.54433 -4.88187 -2.95755 -2.44675 1.57070 0.44868 0.11180 -0.05426 22.38810 -0.89506 -8.24393 -3.98354 -2.75311 -1.83524 -0.54821 0.69760 -0.35205 0.16206 -32.89084 -27.65557 -1.02244 -7.18984 -1.80950 -2.24540 -1.16817 0.08721 -0.91991 0.17838 44.64636 -9.00408 -3.92315 -13.24502 0.66755 -3.72522 -0.72935 0.87655 -0.33721 -0.63775 -61.85533 2.75064 -5.91530 15.18576 0.03858 -3.35705 -1.07090 0.01864 0.22165 0.29190
-26.13354 -6.97924 -0.42426 -3.62111 1.29512 21.25460 0.64824 -0.34708 0.17773 0.16704 -26.35681 -0.90678 6.42598 -1.82150 -0.84284 -0.04979 -0.11646 -0.19962 0.21139 0.13834 12.03365 -1.59820 6.54570 0.53289 1.77782 -0.41487 -0.24899 -0.45868 -0.71273 -0.31862 49.84347 -2.07295 -7.90061 2.16170 -1.62069 0.75592 1.23169 0.22020 -0.79036 0.28316 -11.08908 10.10923 -8.47349 6.52010 -4.81351 1.14596 1.33389 -0.19643 0.55186 0.04463 24.44521 2.85860 -12.97083 3.22972 -4.09902 1.01694 1.27387 1.42693 -0.58144 0.14002
2.10722 1.81605 0.67020 -0.76925 -0.91744 0.64824 7.08501 -0.29353 0.10344 -0.09325 -7.03539 2.14090 0.10789 -4.22691 0.80533 -1.47978 -0.14453 -0.26647 0.17037 0.07438 7.13945 5.01603 -0.71958 2.34230 0.69346 1.03944 -0.84311 0.78215 -0.09054 -0.14397 20.05818 1.74581 6.64498 2.21690 2.77095 0.00437 0.48745 -0.14534 0.02525 0.19242 30.34249 0.65101 -1.54062 -2.56941 0.34524 0.42654 -0.09691 -0.04925 0.31459 -0.18529 5.03013 10.04304 -0.09140 -1.26965 -1.00696 0.24453 -0.72782 0.10813 -0.30729 -0.06269
4.01134 -2.55042 -0.61321 0.96017 0.82602 -0.34708 -0.29353 3.07529 0.06532 0.06785 6.23004 3.45556 2.34466 0.06540 -1.86985 -0.83173 -0.05608 -0.05953 0.14786 0.04242 -4.64180 -2.08013 1.92945 -0.64134 0.66705 -0.43934 0.19636 -0.13131 -0.11366 0.13179 10.33261 -0.96401 3.78538 2.03104 -1.14489 -0.32415 -0.09784 -0.02917 0.00104 0.10589 -0.23338 -6.83998 -0.27664 -0.81901 1.99288 -1.06501 0.23575 -0.06628 0.35535 -0.00556 11.23961 -5.88392 -1.10034 -1.15259 -1.48198 -0.33485 0.20477 0.02839 -0.08922 0.10471
1.27535 0.77445 -0.09593 -1.10323 0.05814 0.17773 0.10344 0.06532 1.25749 0.00321 -0.42784 1.80675 -1.27413 -0.20516 0.35580 0.30170 -0.32217 -0.00953 0.00514 -0.05231 0.56395 1.63041 0.62245 0.65241 0.08024 -0.67082 0.36640 0.07689 -0.00778 0.03556 3.44269 -0.99632 -1.59333 1.41959 0.15107 0.19354 0.19027 -0.07586 -0.14840 -0.11174 0.94705 -2.46551 -3.19023 -1.89850 0.00487 -0.37055 -0.03702 0.15608 0.12680 0.02796 -3.85096 -2.60265 -4.61334 0.31170 -0.94313 -0.04305 0.04007 -0.01783 0.03008 0.07287
-1.45628 -0.52468 0.95491 0.00787 0.09471 0.16704 -0.09325 0.06785 0.00321 0.55808 2.61856 0.11180 -0.85121 -1.24217 -0.21205 0.23930 0.29093 0.18734 -0.01139 0.02279 1.05776 -0.47722 -0.33166 0.66357 -0.42917 0.07363 0.02293 -0.06651 -0.06208 -0.05973 14.76390 0.08707 -0.56768 -0.44027 0.18071 0.26488 -0.09528 -0.00997 -0.04263 0.02946 0.04945 -0.44109 0.77707 0.31491 0.55358 -0.33215 0.05552 -0.20553 -0.05045 0.02695 -7.05888 2.62090 2.86831 0.20536 -0.59553 0.12969 0.24852 0.03770 0.05901 -0.04974
